,name,cupping,cupping_notes,decaf,description,flavors,link,origin,overall_score,process,site
145,Guatemala Xinabajul Flavio Del Cerro,"{'Body': '9.2', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}","While unrefined sugars and bittersweetness are the bolded print here, fruited characteristics are apparent in this coffee too. This was especially the case when cup testing this lot next to a few of our more basic, crowd-pleasing Guatemalas where flavor contrast was pretty stark. The smells touch on clean raw sugars, as well as an accent of red fruit punch. The aroma lets off a wonderful berry note when adding the hot water, while something like turbinado raw sugar winds its way through the steam. This coffee brews incredibly well at a wide range of roasts and offers mouthwatering sweetness of unrefined sugar and fruited accents across the roast spectrum. Lighter roasts have tart apple accents, accompanied by bittersweet intensity that hints at cocoa nibs. The coffee cools to some piquant berry and fruit skins, and shows bracing acidity that is very malic (apple/pear). At Full City we get sturdy chocolate flavors and roast tone, that with a plump berry note, come off like dark chocolate-blueberry truffle. As espresso, Full City roasts have a velvety mouthfeel, dried fruited accent notes, and bittersweet chocolate that hangs on long into the finish.",False,"Brews incredibly well at a wide roast range, mouthwatering sweetness of unrefined sugar and fruited accents, bittersweet intensity, tart apple, cocoa nibs, berry finishing note, and bracing malic acidity. City to Full City+. Good for espresso.","{'Berry': '1.5', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/guatemala-xinabajul-flavio-del-cerro-7315.html,Guatemala,87.5,Wet Process (Washed),SM
146,Guatemala Xinabajul Herlindo Villatoro,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.3', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}","There's a bittersweet smell of baked goods at City+, and the ground coffee releases a scent of chocolate crinkle cookies sprinkled in powdered sugar. This shifts to more of a confectionary type smells after pouring hot water, with chocolate and caramel aromatics bringing to mind chocolate-pecan 'turtles'. The cup has a milky texture which feeds into the Hersheys chocolate milk flavor I pick up on. In contrast, the acidity has a fruited quality to it, like pineapple juice. As you move through the cup, a nutty sweetness emerges, like raw hazelnut. That flavor note carried over into my Full City roast as well, and I found myself writing ""hazelnut chocolate candies"", and what really came to mind was those Ferro Rocher candies. It's a delicious cup, and I was particularly taken with the balanced flavors in Full City brews.",False,"Bittersweet smells of crinkle cookies and chocolate-caramel pecan candies, with flavors of Hersheys chocolate milk, hazelnut, and fruited acidic impression. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '2', 'Rustic': '1', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/guatemala-xinabajul-herlindo-villatoro-7045.html,Guatemala,86.6,Wet Process (Washed),SM
147,Guatemala Xinabajul Los Chuchitos,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '8.3', 'Complexity': '8', 'Dry Fragrance': '8.2', 'Finish': '8.4', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.2', 'Wet Aroma': '8.4'}","This is a nicely balanced cup when roasted in the middle to dark roast range, expressing burned sugars and mild bittersweetness that extend to the aftertaste. The sweetness in the smells are a tad more muted than what you find in the cup, but shows an array of chocolatey smells like semi-sweet chips, cocoa powder, and a chocolate biscuit note. My first impression is that the cup is markedly sweeter than the smells let on,  with flavors of baked sugar and caramel. Acidity is fairly muted, but present, and a cool cup produces accents of almond, toasted marshmallow, and caramel-coated popcorn. Full City roasts are rounded in terms of balanced bittersweetness and well-integrated acidity, and the result is a real crowd-pleasing brewed coffee! Espresso shots at Full City and beyond yield chocolate-laden profile with smokey roast tones and pepitas accents that remind me of mole sauce. Both dark roasted coffee and espresso are great candidates for milk drinks.",False,"Balance and body stand out, with baked sugar and chocolate bittersweets, hints of almond, toasted marshmallow, and caramel-coated popcorn. City+ to Full City+. Good espresso.","{'Berry': '1', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/guatemala-xinabajul-los-chuchitos-7047.html,Guatemala,86.5,Wet Process (Washed),SM
148,Guatemala Xinabajul Michicoy,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '8.5', 'Complexity': '8.3', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.5', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}","This lot of Michicoy has a nice culmination of raw sugar and cocoa, and fruited hints in the middle roast range. The dry fragrance has a malty-sweet scent of buckwheat honey and walnut. The wet crust develops attractive bittersweetness, with just a hint of fruit, as well as complex sugar browning and cocoa-dusted almond. No surprise, brewing a City+ roast produces a gratifying balance of unrefined sugar sweetness and Dutch drinking cocoa flavors. An apple note is sensed in the cooling brew, along with mild fruited acidity that adds definition to the cup profile in the light roasts. The percentage level of cacao flavor rises with roast level, and Full City roasts bring more heavily developed chocolate roast tones into the fold. This makes a great brewed coffee at City+ and beyond, and the deeper roast levels will work wonders in espresso drinks, or as a single origin espresso feature.",False,"This wonderful dual-use coffee has a nice culmination of raw sugars and cocoa, with a fruited hint in the middle roast range. Dutch drinking cocoa, almond, apple, and mild acidity. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '2.5', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/guatemala-xinabajul-michicoy-7321.html,Guatemala,86.8,Wet Process (Washed),SM
149,Guatemala Xinabajul Peña Blanca,"{'Body': '9.2', 'Brightness': '8.7', 'Clean Cup': '8.8', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.6', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}","The dry fragrance has a sweet overlay of caramel crumble at City+, subtle bittering undertones, and a roasted almond accent. The wet grounds have a rich bittersweetness at Full City, layered roast tones released on the break, and strong waft of cacao nib in the steam. At City+, the brewed coffee has a nice juicy mouthfeel, weighty like apple juice. An apple-y fruit flavor is a surprise in the lighter roasts too, not something I sensed in smells at all. Tom wrote ""Gala apple"", and I (Dan) noted a red apple note in the brew as well. Peña Blanca has clean, crisp acidity too, characteristic of high grown coffee, and also indicates the structure of fresh apple and pear. Getting into darker, Full City roasts, the cup is rich with low tones, showing balanced bittersweetness that tastes like dark cacao bar with a ribbon of caramel. Caramelized sugar and silky chocolate flavors hang around long in the aftertaste, accompanied by a slight tannic/bittering aspect you find in fruit skins. Fresh Huehuetenango coffees are always such stellar single origin espressos, and Peña Blanca is one a shining star in this regard. Full City shots have a silky-smooth texture that gives life to the creamy caramel and syrupy dark chocolate flavors that are extracted, along with some tangy, bittering orange peel flavor that brings some acidity to the profile.",False,"Juicy mouthfeel helps tease out a hint of Gala apple, while balanced bittersweetness takes the form of dark cacao bar with a ribbon of caramel. Pear acidity in the lighter roasts, big body at all roast levels. City to Full City. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/guatemala-xinabajul-pena-blanca-7316.html,Guatemala,87.5,Wet Process (Washed),SM
150,Guatemala Xinabajul Producers,"{'Body': '8.8', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.5', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}","The cups are sweet-to-bittersweet depending on roast level, exhibiting mild top notes and acidity when roasted light, and chunky chocolate bittersweets once you pass Full City. Toasted almonds and light brown sugar outline the fragrance from the dry ground coffee. Hot water brings up a concoction of chocolate-dipped almond, and brings bittersweetness like toasted sugar to the table as well. Sweetness builds in intensity as the coffee cools, with a moderate level of acidity shadowing the cup that has soft aspects of brewed black tea with lemon. Flavor components of minimally refined sugars, along with honey roasted nut, lay out a nice base coffee flavor, along with a hint of berry granola. Softer chocolate roast tones play a background role at City+, and are much more prominent at Full City. Dark roasting brings out pungent dark cocoa and burnt sugar roast tones, an overall pleasant interplay of bittering and sweet flavors that will pair well with cream if that suits you! Full City and Full City+ roasts work well as espresso shots, pushing syrupy dark chocolate flavors to the front, and creamy nut tones and long lasting bittersweetness into the aftertaste.",False,"Moderate sweetness and acidity, base flavors of minimally refined sugars and honey-roasted nut, dried fruit hints, chocolate-covered almond, a berry granola note, and lasting bittersweetness. City to Full City+. Good for espresso.","{'Berry': '1', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '2', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/guatemala-xinabajul-producers-7318.html,Guatemala,87.3,Wet Process (Washed),SM
151,Guatemala Xinabajul San Gaspar Ixchil,"{'Body': '9.1', 'Brightness': '8.7', 'Clean Cup': '8', 'Complexity': '8.9', 'Dry Fragrance': '8.6', 'Finish': '8.6', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}","San Gaspar is a potent smelling coffee, the dry fragrance filled with pectin-like fruit sweetness, preserves, Thompson raisins, and aspects of dark chocolate that builds with roast development. Our Full City roast had a pungent dark berry smell, with layered bittersweetness, an interplay that came off like a dark chocolate brownie lined with a compote. An almond aroma that comes up in the brewed cup, adding hints of marzipan and almond milk, wrapped in a blanket of unrefined sugars that command your attention as the cup cools. San Gaspar is fruited and bright at City+, with notes of sweet lemon, dried pear, plum, and a bittersweetness that punches through in the aftertaste. Full City roasts brewed incredibly well too, with big, rounded mouthfeel accentuating the bittersweet roast flavors, low tones of high % dark chocolate, and a delicious cooked blackberry accent note. Whether you settle on a light or dark roast, this lot from San Gaspar Ixchil yields a unique level of complexity for the region!",False,"Aromatic marzipan, unrefined sugars, notes of sweet lemon, dried pear, plum, and a bittersweetness that punches through in the aftertaste. Yields a complexity flavor profile no matter the roast level! City+ to Full City+.","{'Berry': '2.5', 'Body': '4', 'Caramel': '1.5', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0.5', 'Spice': '0.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/guatemala-xinabajul-san-gaspar-ixchil-7015.html,Guatemala,87.7,Wet Process (Washed),SM
152,Guatemala Xinabajul Santa Barbara,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.7', 'Dry Fragrance': '8.6', 'Finish': '8.6', 'Flavor': '9', 'Sweetness': '8.6', 'Uniformity': '9', 'Wet Aroma': '8.8'}","Santa Barbara's flavors shift from aromatic sweetness and balanced, to a profile with subtle fruit, and even floral spice notes as it cools. The dry grounds and wetted coffee both have such an attractive aroma, you get a sense of the coming cup, with allusions to blackberry, semi-sweet chocolate bar, and dried coconut. This is a special Guatemalan coffee, and the delicate fruit flavors you find at City roast level, along with balanced sweetness and moderate level of acidity, set it apart from the rest. There's a tartness like apple skin, along with hints of floral berry, fruit tea, and a clean, complex sweetness underneath. Mouthfeel is syrupy and the coffee cools to an amalgamation of unrestrained sweetness and fleshy fruit top notes. Full City roasting develops a luscious dark chocolate backdrop, with a ripe D'Anjou pear note. Acidity is moderate for Guatemalan coffee, a fruited brightness that highlighted both my light and more developed Full City roasts.",False,"The delicate top notes set Santa Barbara apart from the rest. Tart apple, hints of floral berry, fruit tea, and clean sweetness underneath. Dark chocolate backdrop at Full City, and D'Anjou pear note. City to Full City+.","{'Berry': '2.5', 'Body': '4', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/guatemala-xinabajul-santa-barbara-7018.html,Guatemala,88.4,Wet Process (Washed),SM
153,Honduras Comayagua Donato Java,"{'Body': '8.2', 'Brightness': '8.6', 'Clean Cup': '7.7', 'Complexity': '8.8', 'Dry Fragrance': '8.3', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.7', 'Uniformity': '9', 'Wet Aroma': '8.6'}","The Java cultivar made its way to Central America by way Cameroon, though it originally was transported there from the Javanese islands. While its origins before that are somewhat contested, the elongated 'canoe' shaped beans, and aromatic flavor profile, find similarities with heirloom types from Ethiopia. While this lot is no facsimile of an Ethiopian cup on our list, it does share some of the aromatic subtleties. It produces alluring sweetness in smells, with elements of honey on toast, butter and brown sugar, and cookie dough batter. The flavors offer a complex herbal sweetness that hints at ricola drops, bell pepper, and the woody tang of steeped lemon grass. Roasting to City+ ensures a well developed sweetness, which I think is important here in that it helps to balance out the cup. I get some dryness in the finish, but I find that the orangey acidity in the light-to-middle range tempers that quite a bit.",False,"City+ ensures a well developed sweetness, and balanced cup flavors, with complex herbal accents of ricola, bell pepper, and the woody tang of steeped lemon grass. City+ to Full City.","{'Berry': '0', 'Body': '3', 'Caramel': '2', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '0', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/honduras-comayagua-donato-java-7307.html,Honduras,86.6,Wet Process (Washed),SM
154,Honduras Dry Process Miguel Giron,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '7.5', 'Complexity': '9', 'Dry Fragrance': '8.3', 'Finish': '8.5', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}","This dry process coffee from Miguel Giron has ample bittersweetness and body, making it a sound choice for those after the deep chocolate roast tones of a dark roasted coffee. But it also have a fruited side that makes for a really unique dark roast brew too. It's a case of process method (dry process) having a profound effect on flavor and mouthfeel, which is no surprise when you consider the coffee beans dry with the whole cherry intact over the course of roughly one month! Full City roasts have more than a hint of black cherry, though engulfed in bittersweet dark chocolate flavors. Dark cocoa, smoked chocolate chips, cooked berry fruit, and a sweetness underneath that has the unrefined, rustic aspects of sorghum syrup, freeze dried strawberry, and an earthy peat moss note. Full City+ roasts continue the theme, with heavier roast bittering ala Baker's chocolate in the finish, but honestly, still surprisingly sweet and fruited up front. One thing I noticed is that 1st Crack really takes off if you don't pull back on the heat. If you have manual heat control, I'd recommend dropping the power for a gentler 1st Crack. I saw some excessive fracturing in my initial Full City roast, with oil rising to the surface on day 2. If you don't have heat controls on your machine (like a popcorn popper for example), don't worry, it's a pretty forgiving coffee when roasted dark.",False,"Ample bittersweetness, with a fruited side that makes for a unique dark roast brew, complex cocoa, smoked chocolate, cooked berry, rustic sweet aspects of sorghum syrup, peat, and freeze dried strawberry. City+ to Vienna.","{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/honduras-dry-process-miguel-giron-7111.html,Honduras,86.9,Dry Process (Natural),SM
155,Honduras Dry Process Sabillon Parainema,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8', 'Complexity': '9.2', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.9'}","On my first roast of this coffee, I struggled a bit, and found myself in Full City territory faster than I expected based off the initial audible 'pops'. I have a feeling the initial 'snaps' aren't audible, and so it was well underway by the time I heard it. If you are shooting for a light roast, try pulling your batch 1 minute after the start of 1st Crack and adjust from there. That said, I still enjoyed my Full City and Full City+ roasts quite a lot, and dry processing ensures a fruity underlay beneath the deep cocoa roast flavors. Once I hit my light roast mark, I was pleased with the aroma of rustic dried fruits like slab apricot and blueberry, and dark fruited flavor notes with a slight fermented aspect brought out a flavor profile of wine spritzer. The sweetness was accented by a honey note, that along with a rooty/herbal flavor reminded me of ginseng tea sweetened with honey. Darker roasts play up the chocolate roast flavors and big body. Flavor notes of maraschino cherry cordials, and holiday chocolates filled with fruit liqueurs are what I noted, as well as an earth-toned bittersweetness in the backend.",False,"Aromatic cup, notes of rustic dried fruits like slab apricot and blueberry, ginseng tea with honey, a fruited wine spritzer hint, maraschino cherry cordials, and a little earth-toned bittersweetness in the backend. City to Full City.","{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '1', 'Rustic': '2.5', 'Spice': '1.5', 'Sugars': '3'}",https://www.sweetmarias.com/honduras-dry-process-sabillon-parainema-7106.html,Honduras,87.3,Dry Process (Natural),SM
156,Honduras Honda Fredy Vasquez,"{'Body': '8.6', 'Brightness': '8.3', 'Clean Cup': '8.5', 'Complexity': '7.3', 'Dry Fragrance': '8.4', 'Finish': '8.3', 'Flavor': '8.4', 'Sweetness': '8.3', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}","The sweetness in the dry fragrance has a note of cinnamon-laced drinking cocoa, and a fair amount of brown sugar underneath. Pouring hot water on the grounds brings out a caramel almond note that has a confectionary quality to it. That's a theme through the cup profile too. I'm enjoying brewing my City+ roast at the moment, the underlying core coffee bittering, in all coffee to some extent, is offset by ribbons of caramel sauce sweetness, and finds such a pleasant level of balance. Top notes lay a light touch on the flavor profile, and include a hint of lemon peel, and some roasted almond too. The roast taste is delicious at Full City, adding a shade of chocolate to the profile. Fredy Vasquez' coffee is a bodied brew, and Full City/Full City+ roasts will make a nice single origin espresso.",False,"A caramel-almond note has a confectionary quality to it, accented by subtle lemon peel top note, and underlying chocolate roast bittering that's well-balanced. City+ to Full City+. Good for espresso","{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}",https://www.sweetmarias.com/honduras-honda-fredy-vasquez-6992.html,Honduras,86.1,Wet Process (Washed),SM
157,Honduras Juan Carlos Sabillon Parainema,"{'Body': '8.7', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.8', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.8'}","When I hear that a coffee is Parainema cultivar, I expect herbaceous, and even floral sweetness that is often the case with this unique cultivar. The aromatics aren't exactly like fresh flowers, but often more herbal, and in the dry grounds those aspects are expressed as Ricola, cinnamon stick, with raw sugar sweetness underneath. The wet aroma is a bit more simple, albeit the sweetness in high volume. There's a delicate cinnamon note on the break that feeds into cookie-type sweetness, like molasses cookies, and snicker doodles. City roasts show exceptional cup clarity, an aspect that is highlighted by a lovely tart acidity that is somewhere between lemon essence and white grape juice. The cup is anchored in cooked sugar flavors, and the tangy top notes are followed by aromatic herbal hints of lemon balm, and pineapple sage. Full City roasts level out some of that complexity, and raise the volume on caramelized sweetness, as well as body. There's still a subtle tangy flavor too that comes across like a fine dark chocolate covered orange peel. City roasts function quite well as a pour over brew shining a light on this coffee's bright side, and complex aroma.",False,"Exceptional cup clarity, a lovely tart acidity that hints at lemon and white grape, anchored in caramelized sugar sweetness, aromatic hints of lemon balm and pineapple sage, chocolate orange peel. City to Full City.","{'Berry': '1', 'Body': '3.5', 'Caramel': '4', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/honduras-juan-carlos-sabillon-parainema-7112.html,Honduras,88.4,Wet Process (Washed),SM
158,Honduras Las Flores Doña Maria Parainema,"{'Body': '8.2', 'Brightness': '8.9', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.7', 'Finish': '8.9', 'Flavor': '9', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}","The elongated shape of the Parainema cultivar is not all that's unique about it. They're known for producing delicate cup flavors that can be herbal, and even floral, with tea-like qualities too. This lot from Maria Fernandez yielded some of those aspects in aroma and flavor, and light roasts made for my most interesting, and complex brews. The fragrance of City- and City roasts harbor mild sweetness up front that has some aromatic raw honey, with attractive herbal notes, and a lemon-floral hint. The cup is cut structured by bracing brightness when roasted light, the lemon note adding a tangy 'zip' to the profile. Sweet herbal flavors come through as the coffee cools, with accent notes of thyme, sage, and a tea-like chamomile note that brought out a floral quality, especially in terms of aroma and finish. The type of cup complexity found in this coffee reminds me quite a bit of the Maracaturra coffees we buy from the Buenos Aires mill in Nicaragua. Like the Macaturra's, I find that Parainema's require a light touch in the roaster. Even City+ roasting starts to dull some of the complex aromatics, though also a boon to cup sweetness.",False,"Keep this one light, bright and complex. Honey sweetness accented by thyme, sage, and a tea-like chamomile note that lends a floral quality to the cup, with tangy lemon adding to the bracing cup brightness. City- to City+.","{'Berry': '0', 'Body': '', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '1', 'Fruits': '2', 'Honey': '1.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/honduras-las-flores-dona-maria-parainema-7104.html,Honduras,87.7,Wet Process (Washed),SM
159,Honduras Las Flores Nelson Parainema,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.8'}","The sweetness in the dry fragrance has the intensity of dark caramel, with accents of natural cane sugars, and a perceptible spice component (I noted all-spice). Adding hot water brings out incredible sweetness in the steam, aromatic sugars, fresh caramel toasting in a pan, brown sugar candies, with just a little bit of an herbal stevia leaf aroma at City. Nelson's coffee was a favorite amongst the other Honduras lots we bought, producing a nice balanced sweetness of caramel sauce and unrefined sugars, aromatic herbal and citrus accents, and a particularly vibrant acidity for this origin. Both City and Full City roasts showed persistent sweetness and big body in the cup, but the top notes differed greatly. Light roasts are brighter (no surprise), an aspect that gains traction with the help of a lemon water citrus accent, and the tangy/bittering quality of orange rind. A cinnamon note adds an elegance to the profile, particularly in the aftertaste and aroma. Full City roasts are still caramely sweet, but with a swirl of semi-sweet chocolate, and a mild fruit flavor that brings to mind Mr Pibb/Dr Pepper soda.",False,"A personal fave from this year's Honduras coffees, persistent sweetness, big body, herbal aromatics, caramel sauce, citrus accents of lemon water and tangy orange rind, elegant cinnamon note, Mr Pibb soda. City to Full City.","{'Berry': '0', 'Body': '4', 'Caramel': '3.5', 'Citrus': '2', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/honduras-las-flores-nelson-parainema-7113.html,Honduras,87.9,Wet Process (Washed),SM
160,Honduras Montecillos Finca La Alondra,"{'Body': '8.8', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '8.7'}","This coffee from La Alondra has aromatic sweetness with a candy-like quality in lighter roasts that holds up to much darker roasts too, as I found with a 2nd crack Full City+ roast myself. 'Honey' was a descriptor I found myself returning to throughout the evaluation, whether 'honey on toast' in the dry fragrance, 'amber honey' in the wetted aromatics, and 'Bit O' Honey' candy in the brewed coffee. The sweetness in the cup has a fragrant quality which sort of draws out the honeyed flavor aspects even more. The cup cools to hints of vanilla, crème caramel dessert, and a orange note that impacts the acidic impression. I was worried that my roast that (accidentally!) hit 2nd crack would be much more bitter in flavor than it turned out to be. It does show bold dark chocolate flavors, no doubt about it. But the cocoa roast flavors fade just enough to allow a thin layer of honey to penetrate the bittersweetness. This is one of two lots we purchased from La Alondra/Miguel Girón, the other a dry process lot that will be available in the Spring.",False,"Aromatic sweetness, amber honey, vanilla taffy, crème caramel dessert, Bit o' Honey candy, and an orange note that impacts acidity. Dark roasts are bittersweet, with an emphasis on 'sweet', even into 2nd Crack! City to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3', 'Floral': '1', 'Fruits': '1', 'Honey': '3.5', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '2'}",https://www.sweetmarias.com/honduras-montecillos-finca-la-alondra-7114.html,Honduras,87.7,Wet Process (Washed),SM
161,Honduras Ocotepeque San Marcos,"{'Body': '9.2', 'Brightness': '7.8', 'Clean Cup': '8.3', 'Complexity': '7.8', 'Dry Fragrance': '8.2', 'Finish': '8.3', 'Flavor': '8.3', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}","The dry fragrance has a nutty sweetness of peanut chew candy, shadowed by a note of blackstrap molasses, and herbal hint ricola hint. I get that 'herbal' accent in aroma too, the hot water bringing up both raw sugar sweetness, and an accent of fresh 'licorice'-like herbs, but with a greenish aspect too, like stevia leaf. City+ roasts have milky texture to the liquor that earns this coffee a high body score. The cup is bittersweet, chocolatey to the point of darker/high cocoa solid chocolates, but offset by convincing caramelized sweetness that has a nice smokey aftertaste. I'm not getting as much of the 'herbal' notes in the cup, though there is a faint note that comes off like tarragon chocolate truffle in the finish. Top notes that are revealed in the cooling cup include savory toasted pumpkin seed, rice pudding, and sweetened sunflower butter. Another nice addition to our Central American coffee lineup.",False,"Bittersweet low tones are offset by convincing caramelized sweetness, and cools to top notes of rice pudding, toasted pumpkin seeds, sunflower butter, and tarragon chocolate truffles. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '2.5'}",https://www.sweetmarias.com/honduras-ocotepeque-san-marcos-7305.html,Honduras,86.3,Wet Process (Washed),SM
